Station,Lat,Lon,Date,Depth,Chl_GFF,Chl_0_2,Chl_5,Chl_2to5,Chl_0_2to2,Chl_10,Chl_5to10,Hbac1,Cyrptophytes,Cocolithophores,Syn,Pro,Peuk,Hbac2,Neuk,DMSP_particulate,DMSP_dissolved_plus_particulate,DMS_dissolved_plus_particulate,GP,GP_se,NCP,DCR,HPLC_Allo,HPLC_19But,HPLC_Chl_b,HPLC_Chl_c2,HPLC_Chl_c3,HPLC_Chl_a,HPLC_Diad,HPLC_dv_Chl_a,HPLC_dv_Chl_b,HPLC_Fuco,HPLC_19Hex,HPLC_Peri,HPLC_Viol,HPLC_Zea,Ammonium,Nitrite,NitratePlusNitrite,Orthophosphate,Silicate,POC,PON,PP_14C_0_2to2,PP_14C_2plus,Zinser_QPCR,HLI,HLII,Zinser_MIT_9211,LLI,LLII_LLIII,LLIV,Density,Temp,Salinity,PAR,Fluor_Chl_a,kd412,kd443,kd490,kd510,kd560,kd620,kd665,kd685,Dist
PO4,,,,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1000,0,0,1.741015652,,,,,,,,,,,,,,25,,,,,,,,,,,,
PO4,,,,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1000,0,0,1.78170632,,,,,,,,,,,,,,25,,,,,,,,,,,,
PO4,,,,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1000,0,0,1.823348001,,,,,,,,,,,,,,25,,,,,,,,,,,,
PO4,,,,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1000,0,0,1.865962923,,,,,,,,,,,,,,25,,,,,,,,,,,,
PO4,,,,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1000,0,0,1.909573833,,,,,,,,,,,,,,25,,,,,,,,,,,,
PO4,,,,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1000,0,0,1.954204008,,,,,,,,,,,,,,25,,,,,,,,,,,,
PO4,,,,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1000,0,0,1.999877271,,,,,,,,,,,,,,25,,,,,,,,,,,,
PO4,,,,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1000,0,0,2.046617999,,,,,,,,,,,,,,25,,,,,,,,,,,,
PO4,,,,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1000,0,0,2.094451143,,,,,,,,,,,,,,25,,,,,,,,,,,,
PO4,,,,34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1000,0,0,2.143402234,,,,,,,,,,,,,,25,,,,,,,,,,,,
PO4,,,,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1000,0,0,2.193497399,,,,,,,,,,,,,,25,,,,,,,,,,,,
PO4,,,,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1000,0,0,2.244763378,,,,,,,,,,,,,,25,,,,,,,,,,,,
PO4,,,,37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1000,0,0,2.297227536,,,,,,,,,,,,,,25,,,,,,,,,,,,
PO4,,,,38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1000,0,0,2.350917875,,,,,,,,,,,,,,25,,,,,,,,,,,,
PO4,,,,39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1000,0,0,2.405863055,,,,,,,,,,,,,,25,,,,,,,,,,,,
PO4,,,,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1000,0,0,2.462092401,,,,,,,,,,,,,,25,,,,,,,,,,,,
PO4,,,,41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1000,0,0,2.519635929,,,,,,,,,,,,,,25,,,,,,,,,,,,
PO4,,,,42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1000,0,0,2.578524353,,,,,,,,,,,,,,25,,,,,,,,,,,,
PO4,,,,43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1000,0,0,2.638789105,,,,,,,,,,,,,,25,,,,,,,,,,,,
PO4,,,,44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1000,0,0,2.700462352,,,,,,,,,,,,,,25,,,,,,,,,,,,
PO4,,,,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1000,0,0,2.763577015,,,,,,,,,,,,,,25,,,,,,,,,,,,
PO4,,,,46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1000,0,0,2.82816678,,,,,,,,,,,,,,25,,,,,,,,,,,,
PO4,,,,47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1000,0,0,2.894266125,,,,,,,,,,,,,,25,,,,,,,,,,,,
PO4,,,,48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1000,0,0,2.96191033,,,,,,,,,,,,,,25,,,,,,,,,,,,
PO4,,,,49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1000,0,0,3.031135502,,,,,,,,,,,,,,25,,,,,,,,,,,,
PO4,,,,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1000,0,0,3.10197859,,,,,,,,,,,,,,25,,,,,,,,,,,,
PO4,,,,51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1000,0,0,3.174477409,,,,,,,,,,,,,,25,,,,,,,,,,,,
PO4,,,,52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1000,0,0,3.248670656,,,,,,,,,,,,,,25,,,,,,,,,,,,
PO4,,,,53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1000,0,0,3.324597932,,,,,,,,,,,,,,25,,,,,,,,,,,,
PO4,,,,54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1000,0,0,3.402299766,,,,,,,,,,,,,,25,,,,,,,,,,,,
PO4,,,,55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1000,0,0,3.481817631,,,,,,,,,,,,,,25,,,,,,,,,,,,
PO4,,,,56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1000,0,0,3.563193971,,,,,,,,,,,,,,25,,,,,,,,,,,,
PO4,,,,57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1000,0,0,3.646472223,,,,,,,,,,,,,,25,,,,,,,,,,,,
PO4,,,,58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1000,0,0,3.731696838,,,,,,,,,,,,,,25,,,,,,,,,,,,
PO4,,,,59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1000,0,0,3.818913305,,,,,,,,,,,,,,25,,,,,,,,,,,,
PO4,,,,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1000,0,0,3.908168178,,,,,,,,,,,,,,25,,,,,,,,,,,,
PO4,,,,61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1000,0,0,3.999509097,,,,,,,,,,,,,,25,,,,,,,,,,,,
PO4,,,,62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1000,0,0,4.092984818,,,,,,,,,,,,,,25,,,,,,,,,,,,
PO4,,,,63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1000,0,0,4.188645235,,,,,,,,,,,,,,25,,,,,,,,,,,,
PO4,,,,64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1000,0,0,4.286541408,,,,,,,,,,,,,,25,,,,,,,,,,,,
PO4,,,,65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1000,0,0,4.386725591,,,,,,,,,,,,,,25,,,,,,,,,,,,
PO4,,,,66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1000,0,0,4.489251258,,,,,,,,,,,,,,25,,,,,,,,,,,,
PO4,,,,67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1000,0,0,4.594173135,,,,,,,,,,,,,,25,,,,,,,,,,,,
PO4,,,,68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1000,0,0,4.701547224,,,,,,,,,,,,,,25,,,,,,,,,,,,
PO4,,,,69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1000,0,0,4.811430839,,,,,,,,,,,,,,25,,,,,,,,,,,,
PO4,,,,70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1000,0,0,4.923882632,,,,,,,,,,,,,,25,,,,,,,,,,,,
PO4,,,,71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1000,0,0,5.038962625,,,,,,,,,,,,,,25,,,,,,,,,,,,
PO4,,,,72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1000,0,0,5.156732245,,,,,,,,,,,,,,25,,,,,,,,,,,,
PO4,,,,73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1000,0,0,5.277254352,,,,,,,,,,,,,,25,,,,,,,,,,,,
PO4,,,,74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1000,0,0,5.400593279,,,,,,,,,,,,,,25,,,,,,,,,,,,
PO4,,,,75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1000,0,0,5.526814857,,,,,,,,,,,,,,25,,,,,,,,,,,,
PO4,,,,76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1000,0,0,5.655986461,,,,,,,,,,,,,,25,,,,,,,,,,,,
PO4,,,,77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1000,0,0,5.788177038,,,,,,,,,,,,,,25,,,,,,,,,,,,
PO4,,,,78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1000,0,0,5.923457146,,,,,,,,,,,,,,25,,,,,,,,,,,,
PO4,,,,79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1000,0,0,6.061898993,,,,,,,,,,,,,,25,,,,,,,,,,,,
PO4,,,,80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1000,0,0,6.203576476,,,,,,,,,,,,,,25,,,,,,,,,,,,
PO4,,,,81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1000,0,0,6.348565216,,,,,,,,,,,,,,25,,,,,,,,,,,,
PO4,,,,82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1000,0,0,6.496942604,,,,,,,,,,,,,,25,,,,,,,,,,,,
PO4,,,,83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1000,0,0,6.648787838,,,,,,,,,,,,,,25,,,,,,,,,,,,
PO4,,,,84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1000,0,0,6.804181969,,,,,,,,,,,,,,25,,,,,,,,,,,,
PO4,,,,85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1000,0,0,6.96320794,,,,,,,,,,,,,,25,,,,,,,,,,,,
PO4,,,,86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1000,0,0,7.125950634,,,,,,,,,,,,,,25,,,,,,,,,,,,
PO4,,,,87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1000,0,0,7.292496917,,,,,,,,,,,,,,25,,,,,,,,,,,,
PO4,,,,88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1000,0,0,7.462935686,,,,,,,,,,,,,,25,,,,,,,,,,,,
PO4,,,,89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1000,0,0,7.637357916,,,,,,,,,,,,,,25,,,,,,,,,,,,
PO4,,,,90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1000,0,0,7.815856708,,,,,,,,,,,,,,25,,,,,,,,,,,,
PO4,,,,91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1000,0,0,7.998527337,,,,,,,,,,,,,,25,,,,,,,,,,,,
PO4,,,,92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1000,0,0,8.185467307,,,,,,,,,,,,,,25,,,,,,,,,,,,
PO4,,,,93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1000,0,0,8.376776401,,,,,,,,,,,,,,25,,,,,,,,,,,,
PO4,,,,94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1000,0,0,8.572556732,,,,,,,,,,,,,,25,,,,,,,,,,,,
PO4,,,,95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1000,0,0,8.772912802,,,,,,,,,,,,,,25,,,,,,,,,,,,
PO4,,,,96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1000,0,0,8.977951553,,,,,,,,,,,,,,25,,,,,,,,,,,,
PO4,,,,97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1000,0,0,9.187782429,,,,,,,,,,,,,,25,,,,,,,,,,,,
PO4,,,,98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1000,0,0,9.40251743,,,,,,,,,,,,,,25,,,,,,,,,,,,
PO4,,,,99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1000,0,0,9.622271174,,,,,,,,,,,,,,25,,,,,,,,,,,,
PO4,,,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1000,0,0,9.847160958,,,,,,,,,,,,,,25,,,,,,,,,,,,
PO4,,,,101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1000,0,0,10.07730682,,,,,,,,,,,,,,25,,,,,,,,,,,,
PO4,,,,102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1000,0,0,10.31283161,,,,,,,,,,,,,,25,,,,,,,,,,,,
PO4,,,,103,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1000,0,0,10.55386103,,,,,,,,,,,,,,25,,,,,,,,,,,,
PO4,,,,104,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1000,0,0,10.80052375,,,,,,,,,,,,,,25,,,,,,,,,,,,
PO4,,,,105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1000,0,0,11.05295141,,,,,,,,,,,,,,25,,,,,,,,,,,,
PO4,,,,106,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1000,0,0,11.31127877,,,,,,,,,,,,,,25,,,,,,,,,,,,
PO4,,,,107,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1000,0,0,11.5756437,,,,,,,,,,,,,,25,,,,,,,,,,,,
PO4,,,,108,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1000,0,0,11.84618731,,,,,,,,,,,,,,25,,,,,,,,,,,,
PO4,,,,109,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1000,0,0,12.12305401,,,,,,,,,,,,,,25,,,,,,,,,,,,
PO4,,,,110,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1000,0,0,12.40639159,,,,,,,,,,,,,,25,,,,,,,,,,,,
PO4,,,,111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1000,0,0,12.69635128,,,,,,,,,,,,,,25,,,,,,,,,,,,
PO4,,,,112,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1000,0,0,12.99308784,,,,,,,,,,,,,,25,,,,,,,,,,,,
PO4,,,,113,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1000,0,0,13.29675967,,,,,,,,,,,,,,25,,,,,,,,,,,,
PO4,,,,114,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1000,0,0,13.60752886,,,,,,,,,,,,,,25,,,,,,,,,,,,
PO4,,,,115,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1000,0,0,13.92556129,,,,,,,,,,,,,,25,,,,,,,,,,,,
PO4,,,,116,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1000,0,0,14.2510267,,,,,,,,,,,,,,25,,,,,,,,,,,,
PO4,,,,117,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1000,0,0,14.58409883,,,,,,,,,,,,,,25,,,,,,,,,,,,
PO4,,,,118,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1000,0,0,14.92495545,,,,,,,,,,,,,,25,,,,,,,,,,,,
PO4,,,,119,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1000,0,0,15.2737785,,,,,,,,,,,,,,25,,,,,,,,,,,,
PO4,,,,120,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1000,0,0,15.63075418,,,,,,,,,,,,,,25,,,,,,,,,,,,
PO4,,,,121,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1000,0,0,15.99607302,,,,,,,,,,,,,,25,,,,,,,,,,,,
PO4,,,,122,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1000,0,0,16.36993002,,,,,,,,,,,,,,25,,,,,,,,,,,,
PO4,,,,123,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1000,0,0,16.75252472,,,,,,,,,,,,,,25,,,,,,,,,,,,
PO4,,,,124,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1000,0,0,17.14406136,,,,,,,,,,,,,,25,,,,,,,,,,,,
PO4,,,,125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1000,0,0,17.54474891,,,,,,,,,,,,,,25,,,,,,,,,,,,
PO4,,,,126,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1000,0,0,17.95480125,,,,,,,,,,,,,,25,,,,,,,,,,,,
PO4,,,,127,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1000,0,0,18.37443725,,,,,,,,,,,,,,25,,,,,,,,,,,,
PO4,,,,128,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1000,0,0,18.80388089,,,,,,,,,,,,,,25,,,,,,,,,,,,
PO4,,,,129,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1000,0,0,19.24336141,,,,,,,,,,,,,,25,,,,,,,,,,,,
PO4,,,,130,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1000,0,0,19.69311338,,,,,,,,,,,,,,25,,,,,,,,,,,,
PO4,,,,131,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1000,0,0,20.15337686,,,,,,,,,,,,,,25,,,,,,,,,,,,
PO4,,,,132,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1000,0,0,20.62439753,,,,,,,,,,,,,,25,,,,,,,,,,,,
PO4,,,,133,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1000,0,0,21.10642679,,,,,,,,,,,,,,25,,,,,,,,,,,,
PO4,,,,134,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1000,0,0,21.59972195,,,,,,,,,,,,,,25,,,,,,,,,,,,
PO4,,,,135,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1000,0,0,22.1045463,,,,,,,,,,,,,,25,,,,,,,,,,,,
PO4,,,,136,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1000,0,0,22.6211693,,,,,,,,,,,,,,25,,,,,,,,,,,,
PO4,,,,137,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1000,0,0,23.14986672,,,,,,,,,,,,,,25,,,,,,,,,,,,
PO4,,,,138,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1000,0,0,23.69092074,,,,,,,,,,,,,,25,,,,,,,,,,,,
PO4,,,,139,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1000,0,0,24.24462017,,,,,,,,,,,,,,25,,,,,,,,,,,,
PO4,,,,140,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1000,0,0,24.81126055,,,,,,,,,,,,,,25,,,,,,,,,,,,
PO4,,,,141,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1000,0,0,25.39114434,,,,,,,,,,,,,,25,,,,,,,,,,,,
PO4,,,,142,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1000,0,0,25.98458105,,,,,,,,,,,,,,25,,,,,,,,,,,,
PO4,,,,143,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1000,0,0,26.59188745,,,,,,,,,,,,,,25,,,,,,,,,,,,
PO4,,,,144,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1000,0,0,27.21338768,,,,,,,,,,,,,,25,,,,,,,,,,,,
PO4,,,,145,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1000,0,0,27.8494135,,,,,,,,,,,,,,25,,,,,,,,,,,,
PO4,,,,146,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1000,0,0,28.50030439,,,,,,,,,,,,,,25,,,,,,,,,,,,
PO4,,,,147,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1000,0,0,29.16640776,,,,,,,,,,,,,,25,,,,,,,,,,,,
PO4,,,,148,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1000,0,0,29.84807917,,,,,,,,,,,,,,25,,,,,,,,,,,,
PO4,,,,149,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1000,0,0,30.54568247,,,,,,,,,,,,,,25,,,,,,,,,,,,
PO4,,,,150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1000,0,0,31.25959,,,,,,,,,,,,,,25,,,,,,,,,,,,
PO4,,,,151,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1000,0,0,31.99018285,,,,,,,,,,,,,,25,,,,,,,,,,,,
PO4,,,,152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1000,0,0,32.73785096,,,,,,,,,,,,,,25,,,,,,,,,,,,
PO4,,,,153,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1000,0,0,33.50299342,,,,,,,,,,,,,,25,,,,,,,,,,,,
